"Method Name","Cyclomatic Complexity","Number Of Arguments","Variable Declarations","Variable References","Max depth of nesting","Halstead Length","Halstead Vocabulary","Halstead Volume","Halstead Difficulty","Halstead Effort","Halstead Bugs","Total depth of nesting","Number Of Casts","Number of loops","Number Of Operators","Number Of Operands","Class References","External Methods","Local Methods","Exceptions Referenced","Exceptions Thrown","Modifiers","Lines Of Code"
"org/jfree/data/xy/XYSeriesCollection.getSeries:(Ljava/lang/Comparable;)Lorg/jfree/data/xy/XYSeries;","2","1","3","3","0","64","35","328.27411308447785","7.0","2297.918791591345","0.10942470436149261","0","4","1","36","28","XYSeries Comparable Iterator","","next getKey iterator equals hasNext toString <init> append","","UnknownKeyException IllegalArgumentException ","public","9"
"org/jfree/data/xy/XYSeriesCollection.getSeriesKey:(I)Ljava/lang/Comparable;","1","1","1","0","0","9","8","27.0","2.0","54.0","0.009","0","0","0","5","4","","getSeries","getKey","","","public","1"
"org/jfree/data/xy/XYSeriesCollection.getItemCount:(I)I","1","1","1","0","0","9","8","27.0","2.0","54.0","0.009","0","0","0","5","4","","getSeries","getItemCount","","","public","1"
"org/jfree/data/xy/XYSeriesCollection.getX:(II)Ljava/lang/Number;","1","2","3","1","0","19","16","76.0","4.0","304.0","0.025333333333333333","0","1","0","10","9","XYSeries","","getX get","","","public","2"
"org/jfree/data/xy/XYSeriesCollection.getStartX:(II)Ljava/lang/Number;","1","2","2","0","0","11","10","36.541209043760986","2.0","73.08241808752197","0.012180403014586996","0","0","0","6","5","","","getStartX","","","public","1"
"org/jfree/data/xy/XYSeriesCollection.getEndX:(II)Ljava/lang/Number;","1","2","2","0","0","11","10","36.541209043760986","2.0","73.08241808752197","0.012180403014586996","0","0","0","6","5","","","getEndX","","","public","1"
"org/jfree/data/xy/XYSeriesCollection.getY:(II)Ljava/lang/Number;","1","2","3","1","0","19","16","76.0","4.0","304.0","0.025333333333333333","0","1","0","10","9","XYSeries","","getY get","","","public","2"
"org/jfree/data/xy/XYSeriesCollection.getStartY:(II)Ljava/lang/Number;","1","2","2","0","0","9","8","27.0","2.0","54.0","0.009","0","0","0","5","4","","getY","","","","public","1"
"org/jfree/data/xy/XYSeriesCollection.getEndY:(II)Ljava/lang/Number;","1","2","2","0","0","9","8","27.0","2.0","54.0","0.009","0","0","0","5","4","","getY","","","","public","1"
"org/jfree/data/xy/XYSeriesCollection.isSelected:(II)Z","1","2","4","2","0","21","13","77.70923408096293","2.0","155.41846816192586","0.025903078026987644","0","0","0","11","10","XYSeries XYDataItem","getSeries","getRawDataItem isSelected","","","public","3"
"org/jfree/data/xy/XYSeriesCollection.setSelected:(IIZ)V","1","3","3","0","0","12","10","39.863137138648355","2.0","79.72627427729671","0.013287712379549451","0","0","0","7","5","","setSelected","","","","public","2"
"org/jfree/data/xy/XYSeriesCollection.setSelected:(IIZZ)V","2","4","6","2","0","30","17","122.6238852375102","3.0","367.8716557125306","0.040874628412503396","0","0","0","16","14","XYSeries XYDataItem","getSeries fireSelectionEvent","setSelected getRawDataItem","","","public","6"
"org/jfree/data/xy/XYSeriesCollection.clearSelection:()V","3","0","4","0","0","49","17","200.28567922126666","8.0","1602.2854337701333","0.06676189307375556","0","0","2","28","21","","setSelected getItemCount getSeriesCount","","","","public","8"
"org/jfree/data/xy/XYSeriesCollection.fireSelectionEvent:()V","1","0","0","0","0","10","10","33.219280948873624","3.0","99.65784284662087","0.01107309364962454","0","1","0","6","4","","fireDatasetChanged","<init>","","","public","2"
"org/jfree/data/xy/XYSeriesCollection.equals:(Ljava/lang/Object;)Z","1","1","2","2","0","44","20","190.16483617504394","12.0","2281.978034100527","0.06338827872501465","0","2","0","27","17","Object XYSeriesCollection","","equal equals","","","public","8"
"org/jfree/data/xy/XYSeriesCollection.clone:()Ljava/lang/Object;","1","0","1","1","0","35","19","148.67746297052548","4.0","594.7098518821019","0.04955915432350849","0","3","0","18","17","XYSeriesCollection","","clone deepClone","CloneNotSupportedException","","public","4"
"org/jfree/data/xy/XYSeriesCollection.hashCode:()I","1","0","1","0","0","26","12","93.20902501875007","6.0","559.2541501125004","0.031069675006250023","0","0","0","14","12","","","hashCode","","","public","4"
"org/jfree/data/xy/XYSeriesCollection.getDomainLowerBound:(Z)D","4","1","6","1","0","73","31","361.6563306582419","16.0","5786.501290531871","0.12055211021941398","0","0","1","40","33","XYSeries","getSeries getSeriesCount","getDomainLowerBound min isNaN getMinX","","","public","13"
"org/jfree/data/xy/XYSeriesCollection.getDomainUpperBound:(Z)D","4","1","6","1","0","73","31","361.6563306582419","16.0","5786.501290531871","0.12055211021941398","0","0","1","40","33","XYSeries","getSeries getSeriesCount","getDomainUpperBound max getMaxX isNaN","","","public","13"
"org/jfree/data/xy/XYSeriesCollection.getDomainBounds:(Z)Lorg/jfree/data/Range;","4","1","8","1","0","100","44","545.9431618637298","22.0","12010.749561002054","0.1819810539545766","0","1","1","55","45","XYSeries","getSeries getSeriesCount","getDomainBounds min max getMaxX isNaN <init> getMinX","","","public","17"
"org/jfree/data/xy/XYSeriesCollection.getIntervalWidth:()D","1","0","0","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","","getIntervalWidth","","","public","1"
"org/jfree/data/xy/XYSeriesCollection.setIntervalWidth:(D)V","1","1","1","0","0","30","22","133.78294855911892","6.0","802.6976913547135","0.044594316186372975","0","2","0","18","12","","fireDatasetChanged","setFixedIntervalWidth <init>","","IllegalArgumentException","public","5"
"org/jfree/data/xy/XYSeriesCollection.getIntervalPositionFactor:()D","1","0","0","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","","getIntervalPositionFactor","","","public","1"
"org/jfree/data/xy/XYSeriesCollection.setIntervalPositionFactor:(D)V","1","1","1","0","0","18","15","70.32403072095333","4.0","281.2961228838133","0.02344134357365111","0","1","0","10","8","","fireDatasetChanged","setIntervalPositionFactor <init>","","","public","3"
"org/jfree/data/xy/XYSeriesCollection.isAutoWidth:()Z","1","0","0","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","","isAutoWidth","","","public","1"
"org/jfree/data/xy/XYSeriesCollection.setAutoWidth:(Z)V","1","1","1","0","0","18","15","70.32403072095333","4.0","281.2961228838133","0.02344134357365111","0","1","0","10","8","","fireDatasetChanged","setAutoWidth <init>","","","public","3"
"org/jfree/data/xy/XYSeriesCollection.getRangeBounds:(Z)Lorg/jfree/data/Range;","4","1","8","1","0","88","40","468.3296723500879","20.0","9366.593447001758","0.15610989078336263","0","1","1","48","40","XYSeries","getSeries getSeriesCount","min max getMaxY isNaN <init> getMinY","","","public","15"
"org/jfree/data/xy/XYSeriesCollection.getRangeLowerBound:(Z)D","4","1","6","1","0","61","28","293.24865024551383","14.0","4105.481103437193","0.09774955008183794","0","0","1","33","28","XYSeries","getSeries getSeriesCount","min isNaN getMinY","","","public","11"
"org/jfree/data/xy/XYSeriesCollection.getRangeUpperBound:(Z)D","4","1","6","1","0","61","28","293.24865024551383","14.0","4105.481103437193","0.09774955008183794","0","0","1","33","28","XYSeries","getSeries getSeriesCount","max getMaxY isNaN","","","public","11"
"org/jfree/data/xy/MatrixSeriesCollection.<init>:()V","1","0","0","0","0","6","6","15.509775004326936","2.0","31.019550008653873","0.005169925001442312","0","0","0","4","2","","<init>","","","","public","2"
"org/jfree/data/xy/MatrixSeriesCollection.<init>:(Lorg/jfree/data/xy/MatrixSeries;)V","2","1","1","1","0","32","19","135.93368043019473","5.0","679.6684021509736","0.04531122681006491","0","1","0","18","14","MatrixSeries","","add <init> addChangeListener","","","public","6"
"org/jfree/data/xy/MatrixSeriesCollection.getItemCount:(I)I","1","1","1","0","0","9","8","27.0","2.0","54.0","0.009","0","0","0","5","4","","getSeries","getItemCount","","","public","1"
"org/jfree/data/xy/MatrixSeriesCollection.getSeries:(I)Lorg/jfree/data/xy/MatrixSeries;","2","1","2","1","0","32","24","146.71880002307702","7.0","1027.0316001615392","0.04890626667435901","0","2","0","18","14","MatrixSeries","getSeriesCount","get <init>","","IllegalArgumentException","public","4"
"org/jfree/data/xy/MatrixSeriesCollection.getSeriesCount:()I","1","0","0","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","","size","","","public","1"
"org/jfree/data/xy/MatrixSeriesCollection.getSeriesKey:(I)Ljava/lang/Comparable;","1","1","1","0","0","9","8","27.0","2.0","54.0","0.009","0","0","0","5","4","","getSeries","getKey","","","public","1"
"org/jfree/data/xy/MatrixSeriesCollection.getX:(II)Ljava/lang/Number;","1","2","4","1","0","28","23","126.65973476959637","6.0","759.9584086175782","0.042219911589865454","0","2","0","15","13","MatrixSeries","","get getItemColumn <init>","","","public","3"
"org/jfree/data/xy/MatrixSeriesCollection.getY:(II)Ljava/lang/Number;","1","2","4","1","0","28","23","126.65973476959637","6.0","759.9584086175782","0.042219911589865454","0","2","0","15","13","MatrixSeries","","get <init> getItemRow","","","public","3"
"org/jfree/data/xy/MatrixSeriesCollection.getZ:(II)Ljava/lang/Number;","1","2","4","2","0","23","17","94.01164534875782","4.0","376.0465813950313","0.031337215116252606","0","1","0","12","11","MatrixSeries Number","","get getItem","","","public","3"
"org/jfree/data/xy/MatrixSeriesCollection.addSeries:(Lorg/jfree/data/xy/MatrixSeries;)V","1","1","1","1","0","35","22","156.0801066523054","5.0","780.400533261527","0.05202670221743513","0","2","0","20","15","MatrixSeries","fireDatasetChanged","add <init> addChangeListener","","IllegalArgumentException","public","6"
"org/jfree/data/xy/MatrixSeriesCollection.equals:(Ljava/lang/Object;)Z","1","1","2","2","0","36","18","150.11730005192322","12.0","1801.4076006230787","0.05003910001730774","0","2","0","23","13","MatrixSeriesCollection Object","","equal","","","public","8"
"org/jfree/data/xy/MatrixSeriesCollection.hashCode:()I","2","0","0","0","0","14","10","46.50699332842308","3.0","139.52097998526924","0.01550233110947436","0","0","0","9","5","","","hashCode","","","public","1"
"org/jfree/data/xy/MatrixSeriesCollection.clone:()Ljava/lang/Object;","1","0","1","1","0","23","15","89.85848369899593","4.0","359.4339347959837","0.02995282789966531","0","2","0","12","11","MatrixSeriesCollection","","clone deepClone","CloneNotSupportedException","","public","3"
"org/jfree/data/xy/MatrixSeriesCollection.removeAllSeries:()V","2","0","2","1","0","50","28","240.36774610288018","8.0","1922.9419688230414","0.08012258203429339","0","2","1","27","23","MatrixSeries","fireDatasetChanged","removeChangeListener size get clear <init>","","","public","7"
"org/jfree/data/xy/MatrixSeriesCollection.removeSeries:(Lorg/jfree/data/xy/MatrixSeries;)V","2","1","1","1","0","44","24","201.7383500317309","6.0","1210.4301001903855","0.06724611667724363","0","2","0","25","19","MatrixSeries","fireDatasetChanged","contains removeChangeListener <init> remove","","IllegalArgumentException","public","7"
"org/jfree/data/xy/MatrixSeriesCollection.removeSeries:(I)V","2","1","2","1","0","54","30","264.97209216286","7.0","1854.80464514002","0.08832403072095334","0","3","0","30","24","MatrixSeries","fireDatasetChanged getSeriesCount","removeChangeListener get <init> remove","","IllegalArgumentException","public","7"
"org/jfree/data/xy/MatrixSeries.<init>:(Ljava/lang/String;II)V","1","3","3","1","0","22","15","85.95159310338741","3.0","257.85477931016226","0.02865053103446247","0","0","0","11","11","String","zeroAll","<init>","","","public","4"
"org/jfree/data/xy/MatrixSeries.getColumnsCount:()I","1","0","0","0","0","8","8","24.0","3.0","72.0","0.008","0","0","0","6","2","","","","","","public","1"
"org/jfree/data/xy/MatrixSeries.getItem:(I)Ljava/lang/Number;","1","1","4","1","0","34","19","144.4295354570819","4.0","577.7181418283276","0.048143178485693966","0","1","0","18","16","Number","get getItemColumn getItemRow","<init>","","","public","4"
"org/jfree/data/xy/MatrixSeries.getItemColumn:(I)I","1","1","1","0","0","8","8","24.0","2.0","48.0","0.008","0","0","0","5","3","","getColumnsCount","","","","public","1"
"org/jfree/data/xy/MatrixSeries.getItemCount:()I","1","0","0","0","0","10","7","28.07354922057604","2.0","56.14709844115208","0.009357849740192013","0","0","0","6","4","","getRowCount getColumnsCount","","","","public","1"
"org/jfree/data/xy/MatrixSeries.getItemRow:(I)I","1","1","1","0","0","8","8","24.0","2.0","48.0","0.008","0","0","0","5","3","","getColumnsCount","","","","public","1"
"org/jfree/data/xy/MatrixSeries.getRowCount:()I","1","0","0","0","0","6","6","15.509775004326936","2.0","31.019550008653873","0.005169925001442312","0","0","0","4","2","","","","","","public","1"
"org/jfree/data/xy/MatrixSeries.get:(II)D","1","2","2","0","0","11","10","36.541209043760986","3.0","109.62362713128296","0.012180403014586996","0","0","0","7","4","","","","","","public","1"
"org/jfree/data/xy/MatrixSeries.update:(IID)V","1","3","3","0","0","17","14","64.72503367497926","4.0","258.90013469991703","0.021575011224993085","0","0","0","10","7","","fireSeriesChanged","","","","public","3"
"org/jfree/data/xy/MatrixSeries.zeroAll:()V","3","0","4","0","0","52","22","231.89044416913947","12.0","2782.6853300296734","0.07729681472304649","0","0","2","30","22","","getRowCount getColumnsCount fireSeriesChanged","","","","public","9"
"org/jfree/data/xy/MatrixSeries.equals:(Ljava/lang/Object;)Z","3","1","4","2","0","97","29","471.22415652737453","27.0","12723.052226239113","0.1570747188424582","0","2","2","59","38","Object MatrixSeries","getRowCount get getColumnsCount","equals","","","public","16"
"org/jfree/data/xy/XYZDataset.getZ:(II)Ljava/lang/Number;","2","2","0","0","0","2","2","2.0","0.0","0.0","6.666666666666666E-4","0","0","0","1","1","","","","","","public abstract","1"
"org/jfree/data/xy/XYZDataset.getZValue:(II)D","2","2","0","0","0","2","2","2.0","0.0","0.0","6.666666666666666E-4","0","0","0","1","1","","","","","","public abstract","1"
"org/jfree/data/xy/YInterval.<init>:(DDD)V","1","3","3","0","0","23","13","85.11011351724513","2.0","170.22022703449025","0.028370037839081708","0","0","0","12","11","","","<init>","","","public","5"
"org/jfree/data/xy/YInterval.getY:()D","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/data/xy/YInterval.getYLow:()D","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/data/xy/YInterval.getYHigh:()D","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/data/xy/YInterval.equals:(Ljava/lang/Object;)Z","1","1","2","2","0","58","19","246.37979577972794","12.0","2956.5575493567353","0.08212659859324264","0","2","0","39","19","YInterval Object","","","","","public","12"
"org/jfree/data/xy/DefaultTableXYDataset.<init>:()V","1","0","0","0","0","6","6","15.509775004326936","2.0","31.019550008653873","0.005169925001442312","0","0","0","4","2","","<init>","","","","public","2"
"org/jfree/data/xy/DefaultTableXYDataset.<init>:(Z)V","1","1","1","0","0","69","27","328.08723764927936","12.0","3937.0468517913523","0.10936241254975979","0","3","0","39","30","","addChangeListener","<init>","","","public","11"
"org/jfree/data/xy/DefaultTableXYDataset.isAutoPrune:()Z","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/data/xy/DefaultTableXYDataset.addSeries:(Lorg/jfree/data/xy/XYSeries;)V","1","1","1","1","0","53","26","249.1233050614779","6.0","1494.7398303688674","0.08304110168715931","0","3","0","30","23","XYSeries","updateXPoints fireDatasetChanged","add <init> getAllowDuplicateXValues addChangeListener","","IllegalArgumentException","public","9"
"org/jfree/data/xy/DefaultTableXYDataset.updateXPoints:(Lorg/jfree/data/xy/XYSeries;)V","7","1","10","6","0","164","53","939.3789545483647","22.0","20666.337000064024","0.31312631818278824","0","4","3","91","73","XYSeries Number HashSet Iterator","","add next getX contains iterator size getItemCount get equals hasNext <init>","","IllegalArgumentException","private","25"
